Id,Label,node,node_group,node_area,node_gender,node_level,node_group_color,node_area_color,node_gender_color,node_level_color,node_size,node_size_norm,node_position
631,Matrícula - 631,631,circle6,People,Masculino,Liderança,#1773B7,#0CF2DE,#D38644,#76042C,11,14,[-0.06409328 -0.39121923]
632,Matrícula - 632,632,circle4,People,Não informado,Liderança,#859786,#0CF2DE,#B15009,#76042C,22,19,[ 0.32105947 -0.3753289 ]
633,Matrícula - 633,633,circle6,People,Não informado,Liderança,#1773B7,#0CF2DE,#B15009,#76042C,15,16,[-0.1765113  -0.34653139]
635,Matrícula - 635,635,circle4,People,Masculino,Especialista,#859786,#0CF2DE,#D38644,#E5F393,22,19,[ 0.31554094 -0.35085306]
636,Matrícula - 636,636,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,25,21,[-0.15478913 -0.30762398]
638,Matrícula - 638,638,circle6,People,Não informado,Especialista,#1773B7,#0CF2DE,#B15009,#E5F393,1,10,[-0.3269507  -0.40713963]
639,Matrícula - 639,639,circle6,People,Masculino,Executivo,#1773B7,#0CF2DE,#D38644,#CCDD50,11,14,[-0.09381324 -0.30783674]
640,Matrícula - 640,640,circle4,People,Não informado,Especialista,#859786,#0CF2DE,#B15009,#E5F393,23,20,[ 0.31893182 -0.35725141]
642,Matrícula - 642,642,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,2,10,[-0.07731289 -0.57999492]
643,Matrícula - 643,643,circle4,People,Masculino,Liderança,#859786,#0CF2DE,#D38644,#76042C,24,20,[ 0.31660372 -0.40394375]
644,Matrícula - 644,644,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,25,21,[-0.10945856 -0.26841873]
647,Matrícula - 647,647,circle4,People,Masculino,Analista,#859786,#0CF2DE,#D38644,#9C4048,19,18,[ 0.3057799  -0.39184338]
648,Matrícula - 648,648,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,2,10,[-0.21441264 -0.45912921]
650,Matrícula - 650,650,circle4,People,Feminino,Especialista,#859786,#0CF2DE,#13B40D,#E5F393,22,19,[ 0.30263373 -0.34469831]
653,Matrícula - 653,653,circle6,People,Não informado,Analista,#1773B7,#0CF2DE,#B15009,#9C4048,28,22,[-0.12611191 -0.27398258]
654,Matrícula - 654,654,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,33,25,[-0.11924011 -0.26923543]
655,Matrícula - 655,655,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,6,12,[-0.10035011 -0.35567459]
657,Matrícula - 657,657,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,7,12,[-0.07683993 -0.39331079]
658,Matrícula - 658,658,circle4,People,Não informado,Liderança,#859786,#0CF2DE,#B15009,#76042C,24,20,[ 0.31146222 -0.36440551]
659,Matrícula - 659,659,circle4,People,Masculino,Analista,#859786,#0CF2DE,#D38644,#9C4048,24,20,[ 0.32406092 -0.36685687]
660,Matrícula - 660,660,circle5,People,Masculino,Especialista,#D9DFF6,#0CF2DE,#D38644,#E5F393,3,10,[-0.08189055 -0.51309687]
661,Matrícula - 661,661,circle4,People,Não informado,Especialista,#859786,#0CF2DE,#B15009,#E5F393,24,20,[ 0.31507018 -0.40518585]
662,Matrícula - 662,662,circle4,People,Masculino,Analista,#859786,#0CF2DE,#D38644,#9C4048,24,20,[ 0.31196347 -0.40975255]
663,Matrícula - 663,663,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,9,13,[-0.09453134 -0.36311442]
664,Matrícula - 664,664,circle6,People,Feminino,Executivo,#1773B7,#0CF2DE,#13B40D,#CCDD50,17,17,[-0.20528436 -0.31740028]
665,Matrícula - 665,665,circle4,People,Não informado,Liderança,#859786,#0CF2DE,#B15009,#76042C,18,17,[ 0.31985831 -0.39208534]
667,Matrícula - 667,667,circle2,People,Masculino,Analista,#03B790,#0CF2DE,#D38644,#9C4048,3,10,[-0.04667019 -0.36326954]
668,Matrícula - 668,668,circle1,People,Masculino,Executivo,#B6766C,#0CF2DE,#D38644,#CCDD50,1,10,[-0.37461364 -0.16477071]
670,Matrícula - 670,670,circle4,People,Feminino,Analista,#859786,#0CF2DE,#13B40D,#9C4048,23,20,[ 0.31445226 -0.40662414]
671,Matrícula - 671,671,no_circle,People,Masculino,Executivo,#FC18FE,#0CF2DE,#D38644,#CCDD50,5,11,[ 0.14674617 -0.22394641]
672,Matrícula - 672,672,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,8,13,[-0.17267904 -0.36758325]
674,Matrícula - 674,674,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,1,10,[-0.36405441 -0.22230744]
675,Matrícula - 675,675,circle4,People,Masculino,Especialista,#859786,#0CF2DE,#D38644,#E5F393,23,20,[ 0.28600797 -0.27590129]
677,Matrícula - 677,677,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,22,19,[-0.19287533 -0.34107101]
679,Matrícula - 679,679,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,7,12,[-0.06658646 -0.40348601]
681,Matrícula - 681,681,circle4,People,Feminino,Liderança,#859786,#0CF2DE,#13B40D,#76042C,23,20,[ 0.32087287 -0.38274398]
682,Matrícula - 682,682,circle6,People,Não informado,Especialista,#1773B7,#0CF2DE,#B15009,#E5F393,13,15,[-0.10420923 -0.37143973]
684,Matrícula - 684,684,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,20,18,[-0.1871351  -0.37572631]
685,Matrícula - 685,685,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,17,17,[-0.1552496  -0.32248887]
1967,Matrícula - 1967,1967,circle30,Vendas,Masculino,Analista,#18ED38,#F3405D,#D38644,#9C4048,2,10,[-0.17126927  0.05704486]
3437,Matrícula - 3437,3437,no_circle,Engenharia,Não informado,Especialista,#FC18FE,#452781,#B15009,#E5F393,547,266,[-0.13729364 -0.26026621]
3454,Matrícula - 3454,3454,circle14,Engenharia,Masculino,Executivo,#D5C312,#452781,#D38644,#CCDD50,14,16,[-0.06793853 -0.33763546]
3487,Matrícula - 3487,3487,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,10,14,[-0.23324139 -0.28055355]
3723,Matrícula - 3723,3723,no_circle,Engenharia,Não informado,Analista,#FC18FE,#452781,#B15009,#9C4048,8,13,[-0.22797163 -0.26521528]
3861,Matrícula - 3861,3861,circle29,Engenharia,Não informado,Especialista,#6810D8,#452781,#B15009,#E5F393,16,17,[-0.18722013 -0.07604481]
3961,Matrícula - 3961,3961,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,7,12,[-0.238957   -0.24186313]
3980,Matrícula - 3980,3980,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,59,37,[-0.11425275 -0.70137995]
3989,Matrícula - 3989,3989,circle0,People,Feminino,Especialista,#05207E,#0CF2DE,#13B40D,#E5F393,6,12,[-0.03074921 -0.77755916]
4011,Matrícula - 4011,4011,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,4,11,[-0.01593004 -0.77135009]
4031,Matrícula - 4031,4031,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,11,14,[-0.0802416  -0.78095067]
686,Matrícula - 686,686,no_circle,Infosec,Feminino,Analista,#FC18FE,#E41706,#13B40D,#9C4048,170,89,[ 0.63862085 -0.13646053]
687,Matrícula - 687,687,circle4,Infosec,Masculino,Especialista,#859786,#E41706,#D38644,#E5F393,28,22,[ 0.64705783 -0.1255895 ]
688,Matrícula - 688,688,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,45,30,[ 0.615641   -0.11922256]
689,Matrícula - 689,689,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,8,13,[ 0.88156348 -0.21709576]
690,Matrícula - 690,690,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,9,13,[ 0.75538993 -0.13731091]
691,Matrícula - 691,691,circle11,Infosec,Não informado,Analista,#1735D6,#E41706,#B15009,#9C4048,6,12,[ 0.84616035 -0.20373966]
692,Matrícula - 692,692,circle3,Infosec,Feminino,Analista,#96E6BF,#E41706,#13B40D,#9C4048,1,10,[ 0.84146595 -0.30289823]
693,Matrícula - 693,693,circle4,Infosec,Feminino,Executivo,#859786,#E41706,#13B40D,#CCDD50,14,16,[ 0.63980049 -0.17390952]
694,Matrícula - 694,694,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,54,34,[ 0.642196   -0.14586481]
695,Matrícula - 695,695,circle9,Infosec,Feminino,Especialista,#08766F,#E41706,#13B40D,#E5F393,41,28,[ 0.66726732 -0.15097442]
696,Matrícula - 696,696,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,31,24,[ 0.6249873  -0.15637718]
697,Matrícula - 697,697,circle9,Infosec,Não informado,Analista,#08766F,#E41706,#B15009,#9C4048,52,33,[ 0.58296233 -0.16810122]
698,Matrícula - 698,698,circle13,Infosec,Não informado,Analista,#B5FE1E,#E41706,#B15009,#9C4048,68,41,[ 0.37875873 -0.3249501 ]
699,Matrícula - 699,699,circle9,Infosec,Masculino,Liderança,#08766F,#E41706,#D38644,#76042C,2,10,[0.6987074 0.0712726]
700,Matrícula - 700,700,circle0,Infosec,Masculino,Especialista,#05207E,#E41706,#D38644,#E5F393,7,12,[ 0.75392288 -0.15138303]
701,Matrícula - 701,701,circle9,Infosec,Masculino,Executivo,#08766F,#E41706,#D38644,#CCDD50,21,19,[ 0.67658657 -0.14409325]
702,Matrícula - 702,702,circle13,Infosec,Masculino,Liderança,#B5FE1E,#E41706,#D38644,#76042C,8,13,[ 0.86144018 -0.18245873]
703,Matrícula - 703,703,circle4,Infosec,Feminino,Analista,#859786,#E41706,#13B40D,#9C4048,43,29,[ 0.55630183 -0.10983784]
704,Matrícula - 704,704,circle9,Infosec,Masculino,Liderança,#08766F,#E41706,#D38644,#76042C,5,11,[ 0.78827167 -0.11613198]
705,Matrícula - 705,705,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,69,41,[ 0.60136843 -0.10736039]
706,Matrícula - 706,706,circle8,Infosec,Feminino,Liderança,#B34D94,#E41706,#13B40D,#76042C,18,17,[ 0.6717872  -0.13669267]
707,Matrícula - 707,707,circle9,Infosec,Feminino,Especialista,#08766F,#E41706,#13B40D,#E5F393,10,14,[ 0.77707279 -0.22880523]
708,Matrícula - 708,708,circle2,Infosec,Feminino,Analista,#03B790,#E41706,#13B40D,#9C4048,29,23,[ 0.55088043 -0.17692402]
709,Matrícula - 709,709,circle13,Infosec,Masculino,Executivo,#B5FE1E,#E41706,#D38644,#CCDD50,17,17,[ 0.67741668 -0.16872509]
710,Matrícula - 710,710,circle3,Infosec,Masculino,Executivo,#96E6BF,#E41706,#D38644,#CCDD50,8,13,[ 0.64296126 -0.20332608]
711,Matrícula - 711,711,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,20,18,[ 0.65042019 -0.15689789]
712,Matrícula - 712,712,circle9,Infosec,Feminino,Executivo,#08766F,#E41706,#13B40D,#CCDD50,13,15,[ 0.75406134 -0.23428522]
713,Matrícula - 713,713,circle0,Infosec,Não informado,Analista,#05207E,#E41706,#B15009,#9C4048,71,42,[ 0.61939764 -0.1633185 ]
714,Matrícula - 714,714,circle11,Infosec,Feminino,Especialista,#1735D6,#E41706,#13B40D,#E5F393,14,16,[ 0.7876575  -0.18738298]
715,Matrícula - 715,715,circle3,Infosec,Masculino,Analista,#96E6BF,#E41706,#D38644,#9C4048,10,14,[ 0.68880463 -0.17150338]
716,Matrícula - 716,716,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,12,15,[ 5.30478358e-01 -3.53185838e-04]
717,Matrícula - 717,717,circle13,Infosec,Feminino,Especialista,#B5FE1E,#E41706,#13B40D,#E5F393,4,11,[ 0.85010284 -0.09329379]
718,Matrícula - 718,718,circle4,Infosec,Masculino,Especialista,#859786,#E41706,#D38644,#E5F393,30,23,[ 0.58177507 -0.07328889]
719,Matrícula - 719,719,circle0,Infosec,Feminino,Liderança,#05207E,#E41706,#13B40D,#76042C,64,39,[ 0.60582483 -0.14446896]
720,Matrícula - 720,720,circle12,Infosec,Masculino,Especialista,#0D9B6E,#E41706,#D38644,#E5F393,18,17,[ 0.61718643 -0.02102599]
721,Matrícula - 721,721,circle9,Infosec,Feminino,Especialista,#08766F,#E41706,#13B40D,#E5F393,5,11,[ 0.74222285 -0.24164474]
722,Matrícula - 722,722,circle9,Infosec,Masculino,Liderança,#08766F,#E41706,#D38644,#76042C,14,16,[ 0.72236937 -0.15432456]
723,Matrícula - 723,723,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,12,15,[ 0.62313157 -0.07900893]
724,Matrícula - 724,724,circle9,Infosec,Feminino,Executivo,#08766F,#E41706,#13B40D,#CCDD50,47,31,[ 0.66859335 -0.15804905]
725,Matrícula - 725,725,circle11,Infosec,Feminino,Liderança,#1735D6,#E41706,#13B40D,#76042C,8,13,[ 0.85474694 -0.1642323 ]
726,Matrícula - 726,726,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,36,26,[ 0.56083816 -0.11805025]
727,Matrícula - 727,727,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,26,21,[ 0.63164914 -0.13912715]
728,Matrícula - 728,728,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,38,27,[ 0.620911   -0.10380074]
729,Matrícula - 729,729,circle3,Infosec,Masculino,Liderança,#96E6BF,#E41706,#D38644,#76042C,13,15,[ 0.60200346 -0.35303614]
730,Matrícula - 730,730,circle12,Infosec,Masculino,Especialista,#0D9B6E,#E41706,#D38644,#E5F393,15,16,[ 0.6448406  -0.06929459]
731,Matrícula - 731,731,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,26,21,[ 0.66887206 -0.15541136]
732,Matrícula - 732,732,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,14,16,[ 0.86497182 -0.19701877]
733,Matrícula - 733,733,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,8,13,[ 0.7279743  -0.21954115]
734,Matrícula - 734,734,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,23,20,[ 0.65688479 -0.13302192]
735,Matrícula - 735,735,circle3,Infosec,Masculino,Executivo,#96E6BF,#E41706,#D38644,#CCDD50,5,11,[ 0.64859241 -0.25697979]
736,Matrícula - 736,736,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,14,16,[ 0.78310865 -0.20658658]
737,Matrícula - 737,737,circle13,Infosec,Não informado,Analista,#B5FE1E,#E41706,#B15009,#9C4048,16,17,[ 0.69233757 -0.13985157]
738,Matrícula - 738,738,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,25,21,[ 0.66528857 -0.15602823]
739,Matrícula - 739,739,circle12,Infosec,Masculino,Analista,#0D9B6E,#E41706,#D38644,#9C4048,29,23,[ 0.6374765  -0.11404131]
740,Matrícula - 740,740,circle8,Infosec,Feminino,Especialista,#B34D94,#E41706,#13B40D,#E5F393,8,13,[0.51446742 0.06007799]
741,Matrícula - 741,741,circle12,Infosec,Masculino,Especialista,#0D9B6E,#E41706,#D38644,#E5F393,17,17,[ 0.47952968 -0.03498596]
742,Matrícula - 742,742,circle9,Infosec,Feminino,Liderança,#08766F,#E41706,#13B40D,#76042C,12,15,[ 0.75829303 -0.19943905]
743,Matrícula - 743,743,circle9,Infosec,Feminino,Analista,#08766F,#E41706,#13B40D,#9C4048,3,10,[ 0.85935462 -0.18322824]
744,Matrícula - 744,744,circle9,Infosec,Feminino,Especialista,#08766F,#E41706,#13B40D,#E5F393,2,10,[ 0.80974686 -0.26651302]
745,Matrícula - 745,745,circle2,Infosec,Masculino,Analista,#03B790,#E41706,#D38644,#9C4048,57,36,[ 0.61197704 -0.12406909]
746,Matrícula - 746,746,circle9,Infosec,Feminino,Especialista,#08766F,#E41706,#13B40D,#E5F393,9,13,[ 0.73854136 -0.18985435]
747,Matrícula - 747,747,circle11,Infosec,Feminino,Liderança,#1735D6,#E41706,#13B40D,#76042C,57,36,[ 0.58670574 -0.13620886]
748,Matrícula - 748,748,circle0,Infosec,Masculino,Especialista,#05207E,#E41706,#D38644,#E5F393,19,18,[ 0.63388169 -0.05967607]
749,Matrícula - 749,749,circle13,Infosec,Masculino,Liderança,#B5FE1E,#E41706,#D38644,#76042C,2,10,[ 0.73382401 -0.36792037]
750,Matrícula - 750,750,circle8,Infosec,Feminino,Especialista,#B34D94,#E41706,#13B40D,#E5F393,2,10,[0.76220113 0.04237342]
751,Matrícula - 751,751,circle9,Infosec,Não informado,Executivo,#08766F,#E41706,#B15009,#CCDD50,12,15,[ 0.68013638 -0.1161749 ]
752,Matrícula - 752,752,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,38,27,[ 0.65037167 -0.14530213]
753,Matrícula - 753,753,circle1,Infosec,Masculino,Analista,#B6766C,#E41706,#D38644,#9C4048,13,15,[ 0.59833795 -0.2741693 ]
754,Matrícula - 754,754,circle4,Infosec,Masculino,Analista,#859786,#E41706,#D38644,#9C4048,30,23,[ 0.58513689 -0.12215675]
755,Matrícula - 755,755,circle13,Infosec,Não informado,Especialista,#B5FE1E,#E41706,#B15009,#E5F393,19,18,[ 0.67439133 -0.08217313]
756,Matrícula - 756,756,circle9,Infosec,Não informado,Analista,#08766F,#E41706,#B15009,#9C4048,10,14,[ 0.7244013  -0.16044976]
757,Matrícula - 757,757,circle8,Infosec,Masculino,Analista,#B34D94,#E41706,#D38644,#9C4048,4,11,[ 0.66654354 -0.3151969 ]
758,Matrícula - 758,758,circle13,Infosec,Masculino,Liderança,#B5FE1E,#E41706,#D38644,#76042C,20,18,[ 0.66172522 -0.06799559]
759,Matrícula - 759,759,circle7,Infosec,Feminino,Analista,#5F5177,#E41706,#13B40D,#9C4048,10,14,[ 0.68634015 -0.10975155]
760,Matrícula - 760,760,circle9,Infosec,Não informado,Liderança,#08766F,#E41706,#B15009,#76042C,30,23,[ 0.63880479 -0.15936641]
761,Matrícula - 761,761,circle3,Infosec,Feminino,Especialista,#96E6BF,#E41706,#13B40D,#E5F393,8,13,[ 0.65254456 -0.21452035]
762,Matrícula - 762,762,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,13,15,[ 0.71188003 -0.13708149]
763,Matrícula - 763,763,circle12,Infosec,Feminino,Especialista,#0D9B6E,#E41706,#13B40D,#E5F393,14,16,[ 0.54215807 -0.03569545]
764,Matrícula - 764,764,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,28,22,[ 0.60307717 -0.07809381]
765,Matrícula - 765,765,circle0,Infosec,Masculino,Analista,#05207E,#E41706,#D38644,#9C4048,14,16,[ 0.59260333 -0.15477692]
766,Matrícula - 766,766,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,35,25,[ 0.62987095 -0.13390562]
767,Matrícula - 767,767,circle9,Infosec,Feminino,Liderança,#08766F,#E41706,#13B40D,#76042C,8,13,[ 0.82700062 -0.23262262]
768,Matrícula - 768,768,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,14,16,[ 0.72547871 -0.20842959]
769,Matrícula - 769,769,circle9,Infosec,Masculino,Executivo,#08766F,#E41706,#D38644,#CCDD50,15,16,[ 0.60844553 -0.25112239]
770,Matrícula - 770,770,circle12,Infosec,Masculino,Especialista,#0D9B6E,#E41706,#D38644,#E5F393,27,22,[ 0.62064397 -0.05808967]
771,Matrícula - 771,771,circle11,Infosec,Masculino,Especialista,#1735D6,#E41706,#D38644,#E5F393,15,16,[ 0.80951107 -0.17098427]
772,Matrícula - 772,772,circle2,Infosec,Masculino,Analista,#03B790,#E41706,#D38644,#9C4048,18,17,[ 0.53892189 -0.16762169]
773,Matrícula - 773,773,circle4,Infosec,Masculino,Especialista,#859786,#E41706,#D38644,#E5F393,36,26,[ 0.65800852 -0.12738021]
774,Matrícula - 774,774,circle4,Infosec,Não informado,Analista,#859786,#E41706,#B15009,#9C4048,37,26,[ 0.53721493 -0.14597747]
775,Matrícula - 775,775,circle8,Infosec,Masculino,Analista,#B34D94,#E41706,#D38644,#9C4048,2,10,[ 0.71339065 -0.37944761]
776,Matrícula - 776,776,circle8,Engenharia,Masculino,Liderança,#B34D94,#452781,#D38644,#76042C,9,13,[ 0.63449281 -0.3457942 ]
777,Matrícula - 777,777,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,18,17,[ 0.70915616 -0.14075561]
778,Matrícula - 778,778,circle4,Infosec,Não informado,Analista,#859786,#E41706,#B15009,#9C4048,16,17,[ 0.64591455 -0.17219172]
779,Matrícula - 779,779,circle13,Infosec,Masculino,Executivo,#B5FE1E,#E41706,#D38644,#CCDD50,18,17,[ 0.65510857 -0.10955679]
780,Matrícula - 780,780,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,34,25,[ 0.60927635 -0.12665623]
781,Matrícula - 781,781,circle13,Infosec,Feminino,Especialista,#B5FE1E,#E41706,#13B40D,#E5F393,52,33,[ 0.61738223 -0.110164  ]
782,Matrícula - 782,782,circle9,Infosec,Masculino,Liderança,#08766F,#E41706,#D38644,#76042C,13,15,[ 0.70246589 -0.21027982]
783,Matrícula - 783,783,circle13,Infosec,Masculino,Liderança,#B5FE1E,#E41706,#D38644,#76042C,18,17,[ 0.66330659 -0.05402049]
784,Matrícula - 784,784,circle9,Infosec,Não informado,Analista,#08766F,#E41706,#B15009,#9C4048,40,28,[ 0.65660304 -0.14248908]
785,Matrícula - 785,785,circle9,Infosec,Não informado,Especialista,#08766F,#E41706,#B15009,#E5F393,3,10,[ 0.77368665 -0.21007876]
786,Matrícula - 786,786,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,9,13,[ 0.75681734 -0.2115052 ]
787,Matrícula - 787,787,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,29,23,[ 0.62335169 -0.06716994]
788,Matrícula - 788,788,circle9,Infosec,Masculino,Liderança,#08766F,#E41706,#D38644,#76042C,4,11,[ 0.9129042  -0.21109687]
789,Matrícula - 789,789,circle13,Infosec,Feminino,Executivo,#B5FE1E,#E41706,#13B40D,#CCDD50,13,15,[ 0.79489172 -0.19082046]
790,Matrícula - 790,790,circle13,Infosec,Não informado,Analista,#B5FE1E,#E41706,#B15009,#9C4048,4,11,[0.5962379  0.09800543]
791,Matrícula - 791,791,circle13,Infosec,Masculino,Analista,#B5FE1E,#E41706,#D38644,#9C4048,7,12,[ 0.84490323 -0.15124647]
792,Matrícula - 792,792,circle9,Infosec,Masculino,Especialista,#08766F,#E41706,#D38644,#E5F393,23,20,[ 0.53918296 -0.10388027]
793,Matrícula - 793,793,circle12,Infosec,Não informado,Especialista,#0D9B6E,#E41706,#B15009,#E5F393,20,18,[ 0.66609621 -0.05747451]
794,Matrícula - 794,794,circle9,Infosec,Masculino,Executivo,#08766F,#E41706,#D38644,#CCDD50,14,16,[ 0.71426785 -0.14897689]
795,Matrícula - 795,795,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,18,17,[ 0.70345718 -0.11779589]
796,Matrícula - 796,796,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,7,12,[ 0.85703605 -0.19398531]
797,Matrícula - 797,797,circle12,Infosec,Feminino,Liderança,#0D9B6E,#E41706,#13B40D,#76042C,26,21,[ 0.62716544 -0.06247333]
798,Matrícula - 798,798,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,7,12,[ 0.71740228 -0.20605794]
799,Matrícula - 799,799,circle12,Infosec,Não informado,Liderança,#0D9B6E,#E41706,#B15009,#76042C,12,15,[ 0.725968   -0.09796004]
800,Matrícula - 800,800,circle2,Infosec,Não informado,Analista,#03B790,#E41706,#B15009,#9C4048,37,26,[ 0.57208693 -0.1782974 ]
801,Matrícula - 801,801,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,1,10,[ 0.92499578 -0.18523461]
802,Matrícula - 802,802,circle11,Infosec,Masculino,Executivo,#1735D6,#E41706,#D38644,#CCDD50,5,11,[ 0.77675086 -0.22106364]
803,Matrícula - 803,803,circle0,Infosec,Masculino,Executivo,#05207E,#E41706,#D38644,#CCDD50,20,18,[ 0.54465508 -0.09288415]
804,Matrícula - 804,804,circle3,Infosec,Masculino,Analista,#96E6BF,#E41706,#D38644,#9C4048,16,17,[ 0.56423265 -0.27828774]
805,Matrícula - 805,805,circle2,Infosec,Feminino,Analista,#03B790,#E41706,#13B40D,#9C4048,66,40,[ 0.59768528 -0.15157357]
806,Matrícula - 806,806,circle11,Infosec,Feminino,Especialista,#1735D6,#E41706,#13B40D,#E5F393,15,16,[ 0.83714914 -0.1824277 ]
807,Matrícula - 807,807,circle4,Infosec,Masculino,Especialista,#859786,#E41706,#D38644,#E5F393,20,18,[ 0.61253375 -0.11292858]
808,Matrícula - 808,808,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,9,13,[ 0.68027782 -0.00765114]
809,Matrícula - 809,809,circle13,Infosec,Feminino,Analista,#B5FE1E,#E41706,#13B40D,#9C4048,18,17,[ 0.6230756  -0.03951861]
810,Matrícula - 810,810,circle10,Infosec,Feminino,Analista,#940128,#E41706,#13B40D,#9C4048,32,24,[ 0.60022306 -0.17840062]
811,Matrícula - 811,811,circle8,Infosec,Feminino,Analista,#B34D94,#E41706,#13B40D,#9C4048,9,13,[ 0.56417996 -0.26878968]
812,Matrícula - 812,812,circle13,Infosec,Masculino,Analista,#B5FE1E,#E41706,#D38644,#9C4048,8,13,[ 0.71879584 -0.18175685]
813,Matrícula - 813,813,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,10,14,[ 0.75764149 -0.16126998]
814,Matrícula - 814,814,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,26,21,[ 0.6409725  -0.13547842]
815,Matrícula - 815,815,circle13,Infosec,Masculino,Especialista,#B5FE1E,#E41706,#D38644,#E5F393,39,27,[ 0.56703109 -0.12578262]
816,Matrícula - 816,816,circle9,Infosec,Masculino,Analista,#08766F,#E41706,#D38644,#9C4048,9,13,[ 0.67755514 -0.22968657]
817,Matrícula - 817,817,circle9,Infosec,Feminino,Executivo,#08766F,#E41706,#13B40D,#CCDD50,24,20,[ 0.62031668 -0.07247365]
818,Matrícula - 818,818,circle11,Infosec,Feminino,Especialista,#1735D6,#E41706,#13B40D,#E5F393,16,17,[ 0.7755661  -0.18343157]
819,Matrícula - 819,819,circle4,Infosec,Masculino,Liderança,#859786,#E41706,#D38644,#76042C,37,26,[ 0.5412057  -0.14566398]
820,Matrícula - 820,820,circle12,Infosec,Feminino,Especialista,#0D9B6E,#E41706,#13B40D,#E5F393,38,27,[ 0.62642628 -0.10079342]
821,Matrícula - 821,821,circle13,Infosec,Masculino,Executivo,#B5FE1E,#E41706,#D38644,#CCDD50,9,13,[ 0.72843474 -0.11349577]
